id,customer_id,age,gender,region,income,marital_status,dependents,education,employment_status,account_type,balance,num_transactions,last_transaction_date,loan_status,loan_amount,credit_score,card_type,online_banking,email_alerts
32,CUST00032,42,Male,East,87364.78,Divorced,4,Bachelors,Unemployed,Business,19439.48,29,23-05-2024,Approved,8912.12,829,Amex,FALSE,TRUE
33,CUST00033,74,Male,North,47446.57,Widowed,0,High School,Self-Employed,Business,34671.59,69,29-06-2024,Pending,1376.42,659,Amex,TRUE,TRUE
34,CUST00034,64,Other,North,34739.36,Divorced,3,Masters,Employed,Savings,31509.55,30,25-10-2024,Approved,13003.22,648,Visa,TRUE,TRUE
35,CUST00035,58,Other,East,109270.24,Widowed,1,Bachelors,Retired,Savings,13180.37,21,18-09-2024,Pending,23767.93,617,Amex,FALSE,FALSE
36,CUST00036,30,Male,West,82242.03,Divorced,1,PhD,Self-Employed,Checking,40678.51,40,04-02-2024,Approved,16195.13,466,Visa,FALSE,TRUE
37,CUST00037,73,Female,North,56000.8,Single,3,Masters,Employed,Checking,12055.53,99,13-04-2025,Pending,31548.69,663,MasterCard,FALSE,FALSE
38,CUST00038,45,Male,North,98545.21,Widowed,0,PhD,Unemployed,Checking,37252.02,81,28-07-2024,Rejected,36103.08,761,Amex,FALSE,TRUE
39,CUST00039,56,Female,North,108129.21,Single,4,PhD,Employed,Business,37572.02,48,17-01-2024,Approved,40520.36,626,Discover,TRUE,FALSE
40,CUST00040,64,Female,South,108914.59,Single,3,Masters,Retired,Savings,14267.84,9,29-01-2024,Pending,45519.75,341,MasterCard,TRUE,TRUE
41,CUST00041,59,Male,South,38482.62,Single,3,Masters,Retired,Business,22710.98,27,09-10-2023,Pending,28005.06,500,Discover,TRUE,FALSE
42,CUST00042,65,Male,West,54271.57,Single,3,Masters,Unemployed,Savings,28803.96,68,10-12-2024,Approved,15554.1,408,Visa,FALSE,TRUE
43,CUST00043,53,Female,North,54038.64,Single,3,High School,Unemployed,Savings,23185.16,55,31-03-2025,Approved,39651.01,424,Discover,TRUE,FALSE
44,CUST00044,49,Male,West,26320.09,Divorced,1,PhD,Retired,Business,31044.33,24,18-10-2024,Pending,39201.77,757,Discover,TRUE,TRUE
45,CUST00045,30,Female,West,24799.75,Married,0,Bachelors,Unemployed,Business,37816.36,30,30-03-2024,Approved,14784.09,783,MasterCard,TRUE,TRUE
46,CUST00046,50,Other,West,73356.95,Married,4,PhD,Retired,Savings,30338.96,40,01-08-2024,Pending,15147.15,307,MasterCard,TRUE,FALSE
47,CUST00047,51,Other,South,26013.03,Married,0,High School,Retired,Savings,16107.61,47,10-03-2025,Approved,43463.15,335,Visa,TRUE,FALSE
48,CUST00048,71,Female,North,24167.34,Widowed,4,High School,Unemployed,Business,40630.61,33,18-10-2023,Approved,45594.77,357,Amex,FALSE,TRUE
49,CUST00049,28,Other,East,83379.67,Married,3,PhD,Employed,Checking,27318.16,63,08-02-2024,Approved,38359.71,343,MasterCard,FALSE,TRUE
50,CUST00050,45,Other,East,42399.83,Single,4,PhD,Employed,Checking,46344.94,33,27-03-2025,Pending,39444.8,688,MasterCard,TRUE,FALSE
51,CUST00051,54,Female,South,107498.11,Widowed,4,High School,Retired,Business,30335.85,75,01-12-2023,Rejected,25995.07,719,Amex,FALSE,FALSE
52,CUST00052,31,Other,South,49159.66,Single,0,Masters,Employed,Savings,9571.56,42,28-07-2024,Rejected,1296.7,735,Discover,TRUE,TRUE
53,CUST00053,57,Female,West,90601.56,Single,2,Masters,Employed,Checking,16787.72,51,31-03-2024,Rejected,28644.15,453,Amex,TRUE,TRUE
54,CUST00054,36,Other,East,78905.32,Married,1,Bachelors,Unemployed,Savings,17895.39,30,14-10-2023,Approved,9249.97,627,Discover,FALSE,FALSE
55,CUST00055,75,Male,South,39069.45,Married,1,Bachelors,Self-Employed,Savings,32660.36,77,27-08-2024,Pending,31563.59,540,Visa,FALSE,TRUE
56,CUST00056,24,Male,South,98079.09,Divorced,2,Bachelors,Self-Employed,Business,30789.11,10,06-09-2024,Rejected,32950.94,673,MasterCard,TRUE,FALSE
57,CUST00057,51,Male,North,28443.39,Widowed,1,PhD,Retired,Checking,15737.64,9,14-12-2024,Approved,3587.75,553,Discover,FALSE,TRUE
58,CUST00058,72,Female,North,115669.26,Single,1,Masters,Employed,Savings,30345.62,55,30-11-2023,Pending,25213.13,757,MasterCard,FALSE,FALSE
59,CUST00059,64,Other,East,100125.92,Divorced,4,High School,Employed,Savings,38239.66,19,10-02-2025,Rejected,29312.15,743,MasterCard,FALSE,TRUE
60,CUST00060,55,Other,North,21017.66,Single,0,Bachelors,Retired,Checking,28409.11,91,27-10-2023,Rejected,40375.05,347,Visa,FALSE,TRUE
61,CUST00061,42,Female,South,29513.11,Widowed,1,PhD,Unemployed,Savings,13559.28,65,02-06-2024,Approved,41813.36,684,MasterCard,TRUE,FALSE
62,CUST00062,35,Male,North,35926.64,Widowed,2,Bachelors,Unemployed,Checking,23577.82,53,01-02-2024,Pending,23236.53,351,Amex,FALSE,FALSE
63,CUST00063,51,Male,North,37663.75,Widowed,3,Bachelors,Unemployed,Checking,2687.94,58,12-10-2024,Rejected,30433.34,480,Amex,FALSE,FALSE
64,CUST00064,41,Other,West,34160.21,Divorced,2,PhD,Unemployed,Savings,45048.51,49,13-11-2023,Pending,21080.91,807,Amex,FALSE,FALSE
65,CUST00065,72,Other,South,113337.73,Married,4,Masters,Employed,Savings,38185.5,64,28-11-2023,Approved,6670.71,541,Discover,FALSE,FALSE
66,CUST00066,72,Other,North,92706.18,Divorced,0,PhD,Employed,Checking,4160.41,3,28-05-2025,Approved,16580.71,827,Visa,FALSE,TRUE
67,CUST00067,46,Female,West,24927.82,Widowed,3,PhD,Unemployed,Checking,8850.26,18,30-10-2023,Rejected,47930.6,551,MasterCard,TRUE,TRUE
68,CUST00068,49,Female,North,111743.35,Widowed,2,High School,Unemployed,Business,35565.97,41,11-07-2024,Pending,43181.16,720,Amex,TRUE,TRUE
69,CUST00069,69,Male,East,72294.9,Widowed,0,High School,Unemployed,Business,13155.08,83,12-09-2024,Approved,31403.82,488,Visa,TRUE,FALSE
70,CUST00070,27,Male,West,50339.76,Widowed,0,Masters,Employed,Business,49105.33,15,25-02-2024,Rejected,42337.63,472,Amex,TRUE,TRUE
71,CUST00071,44,Male,North,66142.57,Divorced,1,PhD,Retired,Checking,22357.79,37,07-03-2024,Pending,46184.69,410,MasterCard,TRUE,FALSE
72,CUST00072,60,Male,East,47492.18,Divorced,4,Masters,Employed,Savings,30643.42,73,01-01-2024,Rejected,5411.99,475,Visa,TRUE,TRUE
73,CUST00073,27,Male,West,113525.04,Married,0,High School,Employed,Business,37377.72,41,29-04-2024,Approved,24050.47,312,MasterCard,FALSE,TRUE
74,CUST00074,47,Other,East,73193.98,Single,0,PhD,Retired,Savings,7663.22,54,30-11-2023,Approved,34113.17,662,MasterCard,FALSE,FALSE
75,CUST00075,53,Other,South,94547.68,Single,3,Masters,Self-Employed,Checking,13349.39,94,05-06-2024,Approved,18482.05,622,Amex,TRUE,FALSE
76,CUST00076,41,Male,East,93278.47,Divorced,1,Masters,Unemployed,Savings,4515.28,92,19-05-2025,Pending,44265.09,593,MasterCard,FALSE,TRUE
77,CUST00077,70,Female,North,29909.94,Divorced,4,PhD,Employed,Checking,20425.92,76,30-07-2024,Pending,25671.04,719,Discover,TRUE,FALSE
78,CUST00078,32,Female,East,83606.26,Married,1,High School,Retired,Business,26612.69,10,22-07-2024,Rejected,7975.61,618,MasterCard,TRUE,TRUE
79,CUST00079,65,Male,North,85699.05,Divorced,1,Bachelors,Self-Employed,Checking,33627.97,96,16-06-2025,Pending,43278.58,434,MasterCard,TRUE,FALSE
80,CUST00080,41,Male,North,82662.38,Widowed,2,High School,Unemployed,Checking,32239.87,41,22-07-2025,Pending,15876.66,621,Discover,FALSE,FALSE
81,CUST00081,37,Female,North,72357.03,Single,3,PhD,Retired,Business,40900.68,31,22-02-2025,Approved,49647.95,613,Discover,TRUE,TRUE
82,CUST00082,62,Other,South,80021.15,Divorced,0,Bachelors,Self-Employed,Business,5021.05,18,10-10-2024,Approved,29964.94,479,Amex,FALSE,FALSE
83,CUST00083,69,Male,West,44732.92,Widowed,3,High School,Retired,Savings,9631.81,61,05-01-2024,Rejected,45421.86,435,Visa,TRUE,TRUE
84,CUST00084,68,Male,West,73333.91,Married,2,Masters,Employed,Checking,5805.31,6,02-10-2024,Approved,35693.61,574,Amex,FALSE,FALSE
85,CUST00085,26,Female,East,101239.73,Married,2,PhD,Employed,Checking,19920.25,31,19-01-2025,Rejected,3592.06,404,MasterCard,TRUE,TRUE
86,CUST00086,65,Other,South,62327.05,Divorced,4,Masters,Retired,Business,48303.48,91,19-06-2025,Rejected,25812.33,588,Discover,TRUE,TRUE
87,CUST00087,74,Other,North,31779.72,Widowed,4,High School,Employed,Checking,39518.46,2,05-02-2024,Rejected,9278.28,636,Discover,FALSE,FALSE
88,CUST00088,25,Other,North,77769.05,Divorced,1,PhD,Unemployed,Savings,48284.38,31,10-07-2024,Pending,43943.13,835,Visa,FALSE,FALSE
89,CUST00089,74,Female,East,102923.66,Divorced,2,Bachelors,Self-Employed,Savings,11320.34,12,24-02-2025,Pending,48130.37,430,MasterCard,FALSE,FALSE
90,CUST00090,43,Other,West,104223.44,Divorced,3,PhD,Self-Employed,Savings,22507.43,83,07-01-2024,Rejected,14529.04,503,MasterCard,TRUE,TRUE
91,CUST00091,62,Female,South,79136.6,Single,1,PhD,Unemployed,Savings,41697.03,85,29-10-2024,Pending,12276.93,748,Amex,TRUE,FALSE
92,CUST00092,41,Male,East,118690.43,Divorced,2,Bachelors,Self-Employed,Checking,41614.95,49,30-06-2024,Approved,47602.5,692,Amex,FALSE,FALSE
93,CUST00093,71,Other,West,110068.2,Single,0,High School,Retired,Checking,31646.89,59,20-06-2024,Approved,24177.51,313,Visa,FALSE,TRUE
94,CUST00094,70,Male,West,83422.17,Divorced,3,Masters,Retired,Checking,33773.33,9,09-10-2024,Approved,42545.43,499,MasterCard,FALSE,TRUE
95,CUST00095,48,Male,West,56281.53,Single,4,Masters,Self-Employed,Checking,37705.07,48,08-10-2024,Approved,3101.77,434,MasterCard,FALSE,FALSE
96,CUST00096,39,Male,North,81581.04,Divorced,2,High School,Unemployed,Checking,792.68,75,29-08-2023,Approved,42602.46,303,Visa,TRUE,FALSE
97,CUST00097,75,Male,East,104045.64,Widowed,4,Masters,Employed,Savings,38180.5,41,12-01-2025,Rejected,19510.85,523,Visa,TRUE,TRUE
98,CUST00098,52,Other,West,50552.05,Married,3,Masters,Unemployed,Checking,11539.66,9,26-02-2024,Rejected,29101.89,677,Discover,TRUE,FALSE
99,CUST00099,57,Other,West,60789.77,Married,2,Masters,Employed,Savings,46663.62,19,10-06-2024,Rejected,48281.83,384,Discover,FALSE,TRUE
100,CUST00100,32,Female,South,83378.03,Single,2,Bachelors,Retired,Business,16058.52,4,06-06-2024,Rejected,25542.52,314,Visa,TRUE,FALSE
101,CUST00101,43,Male,East,68154.94,Widowed,0,PhD,Employed,Business,46736.39,87,24-06-2025,Rejected,11269.36,324,Amex,TRUE,TRUE
102,CUST00102,66,Other,South,33245.16,Single,2,Bachelors,Retired,Business,47063.49,1,21-07-2025,Approved,38715.9,559,Discover,FALSE,TRUE
103,CUST00103,74,Male,West,62886.07,Married,0,PhD,Retired,Business,11220.16,82,21-01-2024,Rejected,32737.05,823,MasterCard,TRUE,FALSE
104,CUST00104,64,Female,East,109233.79,Single,1,High School,Retired,Checking,7363.69,79,31-10-2024,Approved,37567.97,696,Visa,FALSE,TRUE
105,CUST00105,27,Male,South,55485.54,Widowed,3,Masters,Unemployed,Checking,28571.36,26,23-08-2024,Approved,28873.49,485,Discover,TRUE,TRUE
106,CUST00106,20,Female,East,104536.11,Widowed,2,Masters,Unemployed,Checking,3167.29,52,24-04-2024,Approved,48438.9,728,MasterCard,TRUE,FALSE
107,CUST00107,18,Other,North,75492.45,Single,3,Masters,Employed,Savings,28883.03,45,30-09-2023,Rejected,24793.31,634,MasterCard,FALSE,FALSE
108,CUST00108,30,Male,North,116671.4,Single,1,PhD,Self-Employed,Checking,39459.85,50,12-12-2023,Pending,25872.72,828,MasterCard,TRUE,TRUE
109,CUST00109,75,Female,East,82705.45,Divorced,3,Bachelors,Self-Employed,Savings,38507.6,86,21-05-2025,Approved,23233.44,758,Discover,TRUE,TRUE
110,CUST00110,64,Other,West,68646.64,Divorced,3,PhD,Retired,Business,31703.18,9,09-05-2025,Rejected,8470.52,487,Amex,FALSE,TRUE
111,CUST00111,58,Other,West,49559.01,Divorced,1,Masters,Retired,Business,24132.26,62,26-08-2023,Pending,22792.23,755,MasterCard,FALSE,TRUE
112,CUST00112,71,Other,West,78415.72,Single,1,PhD,Employed,Savings,17408.82,55,16-02-2024,Pending,49586.21,543,Visa,TRUE,FALSE
113,CUST00113,42,Male,West,117468.07,Divorced,0,High School,Employed,Business,44779.3,51,05-02-2024,Rejected,24557.31,414,Visa,FALSE,TRUE
114,CUST00114,48,Other,North,78870.72,Widowed,1,High School,Employed,Checking,49900.23,76,02-01-2024,Approved,49068.74,758,Amex,TRUE,FALSE
115,CUST00115,27,Other,North,87083.9,Widowed,0,Bachelors,Self-Employed,Business,38160.79,8,04-12-2023,Approved,48266.02,387,MasterCard,TRUE,TRUE
116,CUST00116,66,Male,South,109675.7,Divorced,0,High School,Self-Employed,Business,38241.27,34,06-07-2024,Rejected,1223.46,740,MasterCard,TRUE,FALSE
117,CUST00117,48,Male,West,99765.41,Divorced,3,High School,Unemployed,Business,25530.64,99,27-02-2024,Pending,47772.58,433,Visa,FALSE,FALSE
118,CUST00118,34,Other,East,90896.3,Widowed,1,High School,Self-Employed,Checking,23840.25,59,17-12-2023,Rejected,31597.35,626,Visa,FALSE,TRUE
119,CUST00119,35,Female,North,98096.45,Widowed,4,Masters,Employed,Business,37649.91,66,27-12-2023,Pending,23035.71,736,Discover,TRUE,FALSE
120,CUST00120,20,Female,South,63275.1,Married,0,Masters,Employed,Checking,4622.7,2,04-08-2025,Pending,8549.69,653,MasterCard,TRUE,TRUE
121,CUST00121,24,Female,East,66608,Widowed,4,High School,Unemployed,Savings,19297.95,50,21-12-2024,Pending,24922.89,748,Amex,FALSE,TRUE
122,CUST00122,57,Female,South,53952.32,Widowed,2,PhD,Retired,Checking,42004.31,62,30-04-2025,Approved,19507.28,827,MasterCard,FALSE,FALSE
123,CUST00123,59,Female,East,36965.96,Widowed,1,Masters,Self-Employed,Savings,29760.25,9,07-02-2024,Pending,48666.01,762,Amex,TRUE,FALSE
124,CUST00124,22,Female,West,26599.05,Divorced,1,High School,Unemployed,Checking,47754.15,38,15-09-2024,Rejected,6745.77,682,Visa,FALSE,TRUE
125,CUST00125,50,Male,East,91528.96,Single,4,Masters,Unemployed,Business,28342.14,72,06-05-2024,Rejected,1433.44,526,Discover,FALSE,FALSE
126,CUST00126,58,Female,West,76359.38,Single,4,High School,Self-Employed,Checking,18403.65,77,23-11-2024,Approved,38585.47,584,Amex,TRUE,FALSE
127,CUST00127,58,Female,West,40678.2,Single,4,Bachelors,Self-Employed,Savings,3686.4,96,24-05-2024,Rejected,8661.89,315,Amex,TRUE,TRUE
128,CUST00128,25,Male,South,71879.03,Divorced,2,Masters,Self-Employed,Savings,46378.91,36,21-07-2024,Pending,30172.64,594,Visa,TRUE,FALSE
129,CUST00129,71,Other,West,110304.82,Single,1,PhD,Unemployed,Savings,37659.31,59,24-07-2025,Rejected,15909.1,490,Discover,FALSE,FALSE
130,CUST00130,64,Other,North,29287.53,Widowed,1,High School,Unemployed,Savings,34418.99,35,07-08-2025,Pending,41910.13,542,Visa,FALSE,TRUE
131,CUST00131,68,Other,North,31928.24,Divorced,0,High School,Employed,Business,30104.49,51,08-12-2023,Approved,22268.91,800,MasterCard,FALSE,TRUE
132,CUST00132,20,Male,North,93831.9,Single,0,PhD,Employed,Business,45832.15,91,08-05-2024,Pending,40241.64,758,MasterCard,FALSE,TRUE
133,CUST00133,27,Male,North,42353.96,Married,4,PhD,Self-Employed,Business,15416.84,36,27-06-2024,Rejected,25647.16,306,MasterCard,FALSE,FALSE
134,CUST00134,32,Male,West,38617.37,Married,0,High School,Retired,Business,46740.73,34,06-09-2023,Rejected,5538.6,390,Visa,FALSE,FALSE
135,CUST00135,39,Female,North,87291.08,Divorced,2,PhD,Unemployed,Checking,24226.25,39,31-08-2023,Rejected,8830.11,573,MasterCard,TRUE,FALSE
136,CUST00136,69,Other,East,111980.81,Divorced,0,Masters,Retired,Business,14797.36,18,03-09-2023,Approved,34827.81,448,Amex,FALSE,TRUE
137,CUST00137,45,Other,West,46816.37,Married,2,Bachelors,Self-Employed,Business,2457.33,42,02-07-2025,Rejected,12167.53,312,Visa,FALSE,FALSE
138,CUST00138,35,Male,South,94022.09,Widowed,3,High School,Self-Employed,Business,2431.32,5,21-06-2025,Rejected,18962.19,306,Discover,FALSE,TRUE
139,CUST00139,39,Male,North,69197.91,Married,2,PhD,Self-Employed,Business,26590.8,58,24-08-2023,Approved,29357.88,625,Amex,FALSE,FALSE
140,CUST00140,58,Other,West,101867.71,Single,4,High School,Retired,Checking,9629.58,93,02-11-2023,Approved,9009.37,522,Discover,TRUE,FALSE
141,CUST00141,60,Male,West,60019.3,Single,4,Masters,Self-Employed,Business,25855.03,10,20-04-2024,Rejected,47900.81,691,MasterCard,FALSE,TRUE
142,CUST00142,54,Other,East,42083.39,Widowed,4,PhD,Self-Employed,Checking,37736.29,70,05-07-2025,Pending,22021.95,355,Visa,FALSE,TRUE
143,CUST00143,38,Female,East,34807,Widowed,3,PhD,Self-Employed,Savings,4277.08,75,07-05-2024,Pending,4551.77,374,Visa,FALSE,FALSE
144,CUST00144,33,Male,North,53681.62,Divorced,4,High School,Employed,Savings,40441.86,72,18-05-2025,Rejected,16522.17,558,Discover,TRUE,TRUE
145,CUST00145,40,Other,North,58711.24,Widowed,3,PhD,Unemployed,Savings,10684.5,99,10-12-2023,Rejected,34170.85,837,Discover,TRUE,TRUE
146,CUST00146,27,Male,East,95854.43,Single,3,High School,Self-Employed,Checking,47946.17,38,11-11-2023,Rejected,36158.93,529,Discover,TRUE,TRUE
147,CUST00147,69,Other,North,54209.14,Widowed,2,High School,Employed,Business,47397.2,38,06-11-2023,Pending,20299.63,465,Discover,TRUE,FALSE
148,CUST00148,65,Male,North,75912.59,Married,2,High School,Self-Employed,Business,24907.73,91,23-10-2023,Rejected,19814.79,343,Visa,TRUE,TRUE
149,CUST00149,41,Male,South,52372.66,Divorced,4,Bachelors,Unemployed,Checking,16293.04,47,09-04-2024,Approved,37613.41,633,Visa,FALSE,TRUE
150,CUST00150,43,Other,East,51496.62,Divorced,3,Masters,Retired,Checking,29370.49,55,14-02-2025,Rejected,37020.12,625,Amex,FALSE,TRUE
151,CUST00151,37,Female,East,72505.03,Divorced,4,PhD,Retired,Checking,2292.55,33,27-08-2023,Rejected,20651.81,346,MasterCard,TRUE,TRUE
152,CUST00152,37,Male,North,99602.03,Widowed,2,PhD,Unemployed,Checking,8184.53,100,23-08-2023,Pending,24849.2,566,Visa,TRUE,TRUE
153,CUST00153,21,Other,East,90104.05,Married,1,Masters,Self-Employed,Checking,12816.82,22,22-02-2025,Approved,11925.8,358,Visa,TRUE,TRUE
154,CUST00154,52,Female,East,103741.99,Single,2,High School,Retired,Savings,19980.35,44,19-01-2024,Rejected,23295.81,772,Visa,TRUE,TRUE
155,CUST00155,20,Male,North,74686.13,Widowed,2,Bachelors,Employed,Checking,1210.28,19,05-10-2024,Approved,29413.89,610,Discover,TRUE,TRUE
156,CUST00156,42,Female,East,79347.43,Married,3,PhD,Self-Employed,Savings,13661.76,56,24-05-2025,Rejected,6335.52,549,Discover,TRUE,FALSE
157,CUST00157,65,Female,South,31939.74,Widowed,2,High School,Unemployed,Savings,41726.86,62,22-04-2024,Rejected,49589.37,342,Visa,FALSE,TRUE
158,CUST00158,27,Female,South,28417.92,Single,3,Masters,Retired,Checking,9238.85,30,17-10-2023,Approved,21355.01,618,MasterCard,TRUE,TRUE
159,CUST00159,24,Other,South,109330.22,Divorced,0,Masters,Self-Employed,Savings,9962.74,90,22-01-2025,Approved,43115.12,365,Discover,FALSE,FALSE
160,CUST00160,68,Female,West,118676.85,Single,3,Bachelors,Self-Employed,Business,19819.99,59,14-05-2025,Pending,45223.99,680,MasterCard,FALSE,TRUE
161,CUST00161,21,Other,South,66036.52,Married,4,Bachelors,Employed,Checking,2646.86,2,02-04-2025,Approved,43159.35,404,MasterCard,TRUE,FALSE
162,CUST00162,41,Female,South,96601.34,Married,3,High School,Self-Employed,Savings,22283.89,71,05-01-2024,Pending,8649.65,633,Amex,FALSE,TRUE
163,CUST00163,32,Female,East,29019.77,Single,3,Masters,Unemployed,Savings,8551.26,9,05-08-2025,Rejected,15983.47,838,Visa,FALSE,TRUE
164,CUST00164,53,Male,South,78041.04,Single,0,High School,Unemployed,Savings,14265.9,69,08-10-2023,Approved,42825.22,474,Discover,TRUE,TRUE
165,CUST00165,32,Male,South,69074.29,Single,2,Masters,Retired,Savings,23507.93,8,04-02-2025,Approved,44073.78,473,Visa,FALSE,FALSE
166,CUST00166,33,Male,South,108977.74,Widowed,2,Masters,Employed,Business,6356.22,39,02-11-2023,Pending,26152.46,670,Visa,FALSE,TRUE
167,CUST00167,67,Male,West,100255.18,Divorced,1,Masters,Self-Employed,Business,35658.38,62,01-08-2024,Rejected,36938.53,840,MasterCard,TRUE,FALSE
168,CUST00168,55,Other,North,100687.48,Single,2,PhD,Unemployed,Savings,16036.52,96,17-12-2023,Approved,1454.74,761,MasterCard,TRUE,TRUE
169,CUST00169,73,Female,North,50270.81,Widowed,0,Bachelors,Retired,Savings,46008.35,89,20-10-2023,Approved,36074.99,566,Discover,TRUE,FALSE
170,CUST00170,38,Male,West,82225.69,Divorced,4,PhD,Retired,Savings,1641.38,21,27-08-2023,Pending,26810.7,385,MasterCard,FALSE,TRUE
171,CUST00171,39,Other,East,33105.99,Married,2,PhD,Retired,Savings,24777.01,47,24-02-2025,Approved,1403.8,408,Amex,TRUE,TRUE
172,CUST00172,46,Male,North,55093.09,Single,0,PhD,Retired,Business,20581.27,76,05-09-2024,Pending,4858.77,613,Amex,FALSE,TRUE
173,CUST00173,71,Other,South,23276.19,Divorced,3,High School,Employed,Savings,24101.45,47,24-08-2023,Rejected,49230.56,639,MasterCard,TRUE,FALSE
174,CUST00174,67,Male,East,82026.19,Single,2,Bachelors,Unemployed,Business,19335.11,92,09-10-2023,Approved,49199.08,488,MasterCard,TRUE,TRUE
175,CUST00175,27,Other,South,61881.81,Married,0,Bachelors,Retired,Savings,32397.59,44,22-06-2025,Approved,18082.75,459,MasterCard,FALSE,FALSE
176,CUST00176,25,Other,South,113212.64,Divorced,4,High School,Retired,Savings,46631.72,5,09-03-2024,Pending,42568.44,320,Amex,TRUE,FALSE
